@RELATION CharacterFilter

@ATTRIBUTE init         string
@ATTRIBUTE alternate    string
@ATTRIBUTE result 	{0, 1}

@DATA
'Wouldn’t it be lovely to evjoy a week soaking up the culture?','n',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','o',0
'Wouldn’t it be lovely to eojoy a week soaking up the culture?','n',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','r',0
'Wouldn’t it be lovely to enroy a week soaking up the culture?','j',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','k',0
'Wouldn’t it be lovely to enkoy a week soaking up the culture?','j',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','w',0
'Wouldn’t it be lovely to enjwy a week soaking up the culture?','o',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','p',0
'Wouldn’t it be lovely to enjpy a week soaking up the culture?','o',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','z',0
'Wouldn’t it be lovely to enjoz a week soaking up the culture?','y',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','0',0
'Wouldn’t it be lovely to enjoy0a week soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','"',0
'Wouldn’t it be lovely to enjoy"a week soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','!',0
'Wouldn’t it be lovely to enjoy!a week soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','q',0
'Wouldn’t it be lovely to enjoy q week soaking up the culture?','a',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','i',0
'Wouldn’t it be lovely to enjoy i week soaking up the culture?','a',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','b',0
'Wouldn’t it be lovely to enjoy b week soaking up the culture?','a',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','0',0
'Wouldn’t it be lovely to enjoy a0week soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','"',0
'Wouldn’t it be lovely to enjoy a"week soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','!',0
'Wouldn’t it be lovely to enjoy a!week soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','x',0
'Wouldn’t it be lovely to enjoy a xeek soaking up the culture?','w',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','u',0
'Wouldn’t it be lovely to enjoy a wuek soaking up the culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','m',0
'Wouldn’t it be lovely to enjoy a wmek soaking up the culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','f',0
'Wouldn’t it be lovely to enjoy a wfek soaking up the culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','u',0
'Wouldn’t it be lovely to enjoy a weuk soaking up the culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','m',0
'Wouldn’t it be lovely to enjoy a wemk soaking up the culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','f',0
'Wouldn’t it be lovely to enjoy a wefk soaking up the culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','s',0
'Wouldn’t it be lovely to enjoy a wees soaking up the culture?','k',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','l',0
'Wouldn’t it be lovely to enjoy a weel soaking up the culture?','k',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','0',0
'Wouldn’t it be lovely to enjoy a week0soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','"',0
'Wouldn’t it be lovely to enjoy a week"soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','!',0
'Wouldn’t it be lovely to enjoy a week!soaking up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','t',0
'Wouldn’t it be lovely to enjoy a week toaking up the culture?','s',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','w',0
'Wouldn’t it be lovely to enjoy a week swaking up the culture?','o',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','p',0
'Wouldn’t it be lovely to enjoy a week spaking up the culture?','o',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','q',0
'Wouldn’t it be lovely to enjoy a week soqking up the culture?','a',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','i',0
'Wouldn’t it be lovely to enjoy a week soiking up the culture?','a',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','b',0
'Wouldn’t it be lovely to enjoy a week sobking up the culture?','a',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','s',0
'Wouldn’t it be lovely to enjoy a week soasing up the culture?','k',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','l',0
'Wouldn’t it be lovely to enjoy a week soaling up the culture?','k',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','q',0
'Wouldn’t it be lovely to enjoy a week soakqng up the culture?','i',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','j',0
'Wouldn’t it be lovely to enjoy a week soakjng up the culture?','i',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','v',0
'Wouldn’t it be lovely to enjoy a week soakivg up the culture?','n',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','o',0
'Wouldn’t it be lovely to enjoy a week soakiog up the culture?','n',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','w',0
'Wouldn’t it be lovely to enjoy a week soakinw up the culture?','g',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','o',0
'Wouldn’t it be lovely to enjoy a week soakino up the culture?','g',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','h',0
'Wouldn’t it be lovely to enjoy a week soakinh up the culture?','g',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','0',0
'Wouldn’t it be lovely to enjoy a week soaking0up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','"',0
'Wouldn’t it be lovely to enjoy a week soaking"up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','!',0
'Wouldn’t it be lovely to enjoy a week soaking!up the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','v',0
'Wouldn’t it be lovely to enjoy a week soaking vp the culture?','u',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','q',0
'Wouldn’t it be lovely to enjoy a week soaking uq the culture?','p',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','0',0
'Wouldn’t it be lovely to enjoy a week soaking up0the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','"',0
'Wouldn’t it be lovely to enjoy a week soaking up"the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','!',0
'Wouldn’t it be lovely to enjoy a week soaking up!the culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','u',0
'Wouldn’t it be lovely to enjoy a week soaking up uhe culture?','t',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','p',0
'Wouldn’t it be lovely to enjoy a week soaking up tpe culture?','h',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','i',0
'Wouldn’t it be lovely to enjoy a week soaking up tie culture?','h',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','u',0
'Wouldn’t it be lovely to enjoy a week soaking up thu culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','m',0
'Wouldn’t it be lovely to enjoy a week soaking up thm culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','f',0
'Wouldn’t it be lovely to enjoy a week soaking up thf culture?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','0',0
'Wouldn’t it be lovely to enjoy a week soaking up the0culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','"',0
'Wouldn’t it be lovely to enjoy a week soaking up the"culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','!',0
'Wouldn’t it be lovely to enjoy a week soaking up the!culture?',' ',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','s',0
'Wouldn’t it be lovely to enjoy a week soaking up the sulture?','c',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','k',0
'Wouldn’t it be lovely to enjoy a week soaking up the kulture?','c',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','d',0
'Wouldn’t it be lovely to enjoy a week soaking up the dulture?','c',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','v',0
'Wouldn’t it be lovely to enjoy a week soaking up the cvlture?','u',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','t',0
'Wouldn’t it be lovely to enjoy a week soaking up the cutture?','l',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','m',0
'Wouldn’t it be lovely to enjoy a week soaking up the cumture?','l',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','u',0
'Wouldn’t it be lovely to enjoy a week soaking up the culuure?','t',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','v',0
'Wouldn’t it be lovely to enjoy a week soaking up the cultvre?','u',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','s',0
'Wouldn’t it be lovely to enjoy a week soaking up the cultuse?','r',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','u',0
'Wouldn’t it be lovely to enjoy a week soaking up the culturu?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','m',0
'Wouldn’t it be lovely to enjoy a week soaking up the culturm?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','f',0
'Wouldn’t it be lovely to enjoy a week soaking up the culturf?','e',1
'Wouldn’t it be lovely to enjoy a week soaking up the culture?','A',0
'Wouldn’t it be lovely to enjoy a week soaking up the cultureA','?',1
'Of all the places to travel, Mexico is at the top of my list.','W',0
'Wf all the places to travel, Mexico is at the top of my list.','O',1
'Of all the places to travel, Mexico is at the top of my list.','S',0
'Sf all the places to travel, Mexico is at the top of my list.','O',1
'Of all the places to travel, Mexico is at the top of my list.','P',0
'Pf all the places to travel, Mexico is at the top of my list.','O',1
'Of all the places to travel, Mexico is at the top of my list.','v',0
'Ov all the places to travel, Mexico is at the top of my list.','f',1
'Of all the places to travel, Mexico is at the top of my list.','n',0
'On all the places to travel, Mexico is at the top of my list.','f',1
'Of all the places to travel, Mexico is at the top of my list.','g',0
'Og all the places to travel, Mexico is at the top of my list.','f',1
'Of all the places to travel, Mexico is at the top of my list.','0',0
'Of0all the places to travel, Mexico is at the top of my list.',' ',1
'Of all the places to travel, Mexico is at the top of my list.','"',0
'Of"all the places to travel, Mexico is at the top of my list.',' ',1
'Of all the places to travel, Mexico is at the top of my list.','!',0
'Of!all the places to travel, Mexico is at the top of my list.',' ',1
'Of all the places to travel, Mexico is at the top of my list.','q',0
'Of qll the places to travel, Mexico is at the top of my list.','a',1
'Of all the places to travel, Mexico is at the top of my list.','i',0
'Of ill the places to travel, Mexico is at the top of my list.','a',1
'Of all the places to travel, Mexico is at the top of my list.','b',0
'Of bll the places to travel, Mexico is at the top of my list.','a',1
'Of all the places to travel, Mexico is at the top of my list.','t',0
'Of atl the places to travel, Mexico is at the top of my list.','l',1
'Of all the places to travel, Mexico is at the top of my list.','m',0
